33.974027,-118.249509,Amapola Market,Jack in the Box,Pizza Hut,Winchell's Donut House,Jet Food Stamp,Mother's Nutritional Center,Emy Burgers,Pupuseria Restaurant Mi Pueblo,Autan Jal,La Flor De Mayo,Dragon Wok
33.949099,-118.246737,
33.964131,-118.272783,Rodriguez Mini Market,La Mexicana Market,Delights By Lionel Catering
34.076198,-118.310722,Subway,Pipers Restaurant,Pho 2000 Restaurant,76,Mobil,Gon Ji Am Restaurant,Kabayo Cham Bada,Ja Jung Guh,LA Yimone,Balcony Coffee and Tea,Nak Won Rice Bakery,Mok Maru Jong,To Dam Gol,Liquor & Food Mart
34.059163,-118.306892,Oxford Palace Hotel & Galleria,Ralphs,Health Korea,Cafe Scent,Assi Health Center,Sizzler,World Franchising LLC,Cafe,Mr.Boba,Heyri Coffee House,Southland Beer,Keungama Restaurant,Hwal A Kwang Jang,Gook Hwa House,Andante,J's Cafe,Tete A Tete Cafe,Kaffee Haus,헤이리,Pochun Insam Farmer Asscdcn
34.048041,-118.294177,Dino's Chicken & Burgers,El Valle Oaxaqueno,Pico Mart & Discount,Las 7 Regiones,Guapos Market,Graciela's Restaurant,Restaurante El Mirador,restaurant pollo,West Pico Market,Restaurante Conchita,Koam Enterprise Inc,La Chiquita Market,Lupita's Bakery Inc,Velazquezdistribuidorafood
34.028129,-118.284829,Study hall
34.009552,-118.346724,
34.007090,-118.258681,K Meat Inc,Prince Ice,Haely Water Store
34.045405,-118.240454,Honda Ya Japanese Restaurant,Manna Korean BBQ,Cherry on Top,Sushi Go 55,The Escondite,Shojin,XLanes LA,Beard Papa's Sweets Cafe,Niitakaya USA Inc,Little Tokyo Market Place,Umeya Rice Cake Co,Tsurumaru Udon Honpo,Mikawaya,Pho Shop,Myeong Park Je,Bliss Bakery,Tokyo Sakura & Noodles,Hana Ichimonme Restaurant,L A Star Seafood Co Inc,Executive Lunch To Go
34.043146,-118.251746,Pizza Hut,Terroni,Tierra Mia Coffee,Subway,Peking Tavern,Papi's Pizzeria,Chair Cover Express,Taco Mundo,Bronzed Aussie,Juice Crafters - Fashion District,Infusion Cafe,Doreen's Tropical Fruit,Braazo Pizza,BrunchDTLA,The Panini Stop,Jerry's Mexican Grlll,Santee Court Market Inc,Tasty Bites Of Los Angeles's,CVS Store,Hello Snack
34.028331,-118.354338,
34.052913,-118.264340,Kachi Deli Cafe,Rene Cafe,Starbucks,Wien-Vero LLC,Taqueria El Torito,Taste Bistro Cafe,Seasons Cafe,Green Life Market,Sucre Parisian Ice Cream And Bakeshop,Plan Check,Kachi Deli Cafe & Grill,The Starving Actor,Express Deli,Kabob Express,Subway,Cafe Wilshire,Souk Shawarma,Togo's Sandwiches,Mitaki,웨스턴에 있는 징기스칸식당
34.028887,-118.317183,
34.049841,-118.338460,Panda Express,Starbucks,California Community Center for Acupuncture,Jersey Mike's Subs,Jinmi Catering
34.066379,-118.309870,Boba Bear,Heung Rae Gak,Carl's Jr.,Redsoup,Ombu Grill,ANKO,Q Restaurant,Life Medical Equipment & Supplies,Han Bat Shul Lung Tang,Jangchung-Dong Wong Jokbal,Feng Mao 2,PHOever YUM,Pho Western Restaurant,Chang Young Food Inc,Kum B Park Law Office,K-Pop Chicken,Sake Tori,丰茂烧烤,牛骨汤,Mat Goeul
34.022502,-118.199613,Alpenas Produce,GMP Vitamins.com,California Ranch Produce,Eventtents
34.065723,-118.434969,
34.045421,-118.445873,Plan Check Kitchen + Bar,Bar Hayama,Market Cafe at Westwood Gateway -,Rex Bakery
34.127194,-118.295647,
34.099912,-118.326912,Trader Joe's,Katsuya Hollywood,Hollywood Farmers’ Market,The Hungry Cat,Wood & Vine,The Living Room,Big Wangs,Delphine,Very Different Cakes,Jersey Mike's Subs,Station Hollywood,Dos Burritos,Feast Kitchen & Grill,Starbucks,House of Macau,Kabuki Japanese Restaurants,Sugar Mamas Cupcakes,Walgreens,D Ice,Some Like It Hot Catering
34.085784,-118.206666,
34.030578,-118.399613,Sushi Zo,Vons,Papa John's Pizza,Starbucks,Taco Plus Restaurant,Subway,K & A Canton Restaurant,LetterPress Chocolate,LetterPress Chocolate
34.070410,-118.350411,KFC,The Coffee Bean & Tea Leaf,Fiddler's Bistro,Atticus Creamery + Pies
